1st,2nd,3rd,4th,5th,Placement_activity,Gender,college_code,Fields_of_Study,scholarship
3.42,4.54,5.15,8.36,4.57,C,Female,241,Public Relations and Administration,10143.03
4.75,6.59,8.39,4.61,6.99,B,F,165,Aeronautics and Aviation Science,0.0
7.13,7.95,8.16,5.1,4.92,D,M,165,Environmental Science and Health,3742.01
8.19,4.22,7.78,6.97,5.93,C,Male,115,Environmental Science and Health,4750.16
5.91,4.46,3.98,3.71,7.8,D,M,115,Economics,0.0
4.46,5.9,6.91,8.39,8.93,C,Female,116,Economics,0.0
6.1,4.28,8.13,7.79,5.12,B,Male,115,Engineering,14033.12
8.75,4.32,8.43,7.26,8.25,B,Male,115,Economics,0.0
6.81,4.94,8.08,3.51,4.33,C,Female,241,Environmental Science and Health,0.0
5.67,7.27,5.92,3.68,7.63,C,M,115,Environmental Science and Health,0.0
4.3,6.63,6.05,4.64,4.78,D,F,115,Engineering,0.0
7.83,6.71,4.46,7.86,8.69,E,F,241,Art,0.0
8.26,4.3,4.88,5.99,7.86,D,F,116,Public Relations and Administration,0.0
4.45,5.85,5.12,8.51,8.13,C,Female,115,Engineering,9757.35
6.73,7.55,7.16,5.04,4.15,E,Male,165,Engineering,0.0
4.53,7.95,6.28,6.67,4.98,B,Male,165,Environmental Science and Health,0.0
5.49,7.06,4.23,8.56,4.57,D,M,241,Aeronautics and Aviation Science,0.0
7.05,4.41,4.0,3.92,4.83,C,F,116,Aeronautics and Aviation Science,5474.38
6.03,6.4,4.13,7.25,8.52,C,Female,115,Environmental Science and Health,0.0
4.1,7.36,8.03,6.98,4.8,E,Female,115,Aeronautics and Aviation Science,0.0
5.38,4.1,8.33,7.24,7.9,E,F,116,Public Relations and Administration,0.0
8.82,7.09,4.8,6.88,9.0,C,F,116,Environmental Science and Health,1012.24
6.38,4.42,5.05,7.83,4.01,B,Male,165,Environmental Science and Health,11657.7
6.55,5.3,6.42,4.87,7.51,C,M,165,Art,0.0
8.69,7.68,8.44,4.8,7.36,D,M,241,Engineering,0.0
5.26,4.81,8.62,6.77,8.23,B,Male,115,Public Relations and Administration,0.0
8.47,5.41,3.58,6.72,7.99,D,F,116,Engineering,0.0
6.45,6.85,5.56,7.5,9.53,D,M,116,Environmental Science and Health,0.0
4.55,7.52,4.95,7.25,9.24,C,M,241,Public Relations and Administration,0.0
7.29,4.96,4.22,5.13,9.43,B,F,115,Public Relations and Administration,0.0
7.29,4.01,3.48,8.9,5.21,A,Male,115,Public Relations and Administration,0.0
6.13,7.08,6.4,8.49,8.96,B,Female,241,Economics,5434.39
4.41,8.04,4.99,7.79,5.54,B,Female,115,Economics,0.0
4.32,7.01,7.11,8.69,9.57,C,Female,241,Engineering,8943.91
6.41,7.17,6.56,4.81,8.12,A,M,115,Environmental Science and Health,0.0
5.43,7.14,8.0,9.0,5.9,C,M,115,Public Relations and Administration,0.0
7.64,6.13,4.34,8.6,5.26,D,Male,116,Art,0.0
3.67,3.81,7.01,5.83,4.33,B,Female,115,Engineering,6913.6
7.56,7.64,7.23,8.9,6.15,D,F,115,Economics,0.0
8.85,5.71,5.45,6.13,8.4,D,Male,165,Environmental Science and Health,0.0
6.5,6.58,6.37,4.66,5.64,B,Male,165,Environmental Science and Health,15089.2
8.39,4.32,4.55,7.26,4.64,C,M,165,Environmental Science and Health,8130.33
5.66,5.34,3.61,5.44,8.22,D,M,116,Economics,10445.34
5.99,3.34,8.45,6.33,5.15,D,Male,241,Environmental Science and Health,0.0
4.02,8.0,4.6,6.78,4.9,E,Female,241,Engineering,0.0
5.86,5.45,7.61,8.41,8.47,B,Female,115,Public Relations and Administration,0.0
5.43,4.16,8.33,6.32,8.48,B,M,165,Public Relations and Administration,0.0
6.7,6.1,8.48,4.12,5.02,C,Female,241,Economics,0.0
8.75,7.07,4.96,8.67,8.92,C,M,116,Engineering,2522.27
4.63,7.4,4.82,5.79,4.66,E,F,116,Environmental Science and Health,0.0
4.72,4.49,5.28,3.86,4.92,C,F,116,Engineering,0.0
7.09,7.72,8.67,4.77,6.84,E,Male,241,Environmental Science and Health,12071.27
3.27,5.95,4.45,6.55,7.61,A,Male,165,Environmental Science and Health,11691.95
7.6,4.85,5.46,5.24,6.46,E,M,115,Public Relations and Administration,0.0
5.45,8.1,6.98,7.91,4.26,C,Female,116,Public Relations and Administration,0.0
5.8,4.6,5.19,6.19,9.45,E,F,165,Aeronautics and Aviation Science,1956.29
6.86,7.44,7.42,6.25,9.09,D,Male,116,Environmental Science and Health,9977.12
3.13,5.27,7.59,7.99,6.64,C,F,115,Art,7970.99
5.76,6.36,4.57,6.17,9.59,E,F,165,Environmental Science and Health,0.0
7.48,4.64,4.34,8.85,6.45,C,Male,115,Public Relations and Administration,0.0
6.48,7.58,4.88,6.66,7.4,C,F,241,Environmental Science and Health,0.0
8.69,5.34,3.5,4.98,6.52,C,Female,165,Engineering,0.0
8.88,6.74,5.37,5.56,9.04,B,Female,115,Art,0.0
8.54,3.66,5.66,8.19,9.33,B,M,165,Engineering,10021.8
4.8,4.7,8.1,4.71,7.25,E,M,116,Engineering,0.0
3.39,7.65,5.74,4.28,7.33,D,Female,115,Engineering,7754.14
8.11,6.66,8.41,4.19,8.57,B,M,116,Economics,0.0
4.23,4.38,8.27,6.3,4.39,C,Male,116,Environmental Science and Health,0.0
7.1,6.69,6.11,3.94,7.05,B,Male,115,Engineering,0.0
8.14,5.34,3.82,9.0,5.58,C,M,116,Environmental Science and Health,0.0
6.53,4.56,4.51,8.37,7.61,A,Male,241,Public Relations and Administration,0.0
6.08,5.12,8.29,5.92,7.53,C,M,241,Art,10031.38
5.77,7.72,8.33,6.09,6.51,A,M,115,Economics,7661.71
6.5,3.69,3.72,8.99,7.16,D,Female,116,Engineering,0.0
5.1,4.66,3.55,5.15,7.72,C,F,241,Engineering,0.0
4.57,7.85,4.79,6.38,8.48,D,Male,165,Art,0.0
3.18,7.49,7.69,6.56,7.14,D,M,115,Economics,0.0
5.94,4.17,4.76,7.58,4.26,C,Female,165,Environmental Science and Health,0.0
3.37,5.83,4.47,3.56,8.69,C,F,116,Environmental Science and Health,7072.95
6.36,7.82,5.86,8.13,8.15,C,Male,115,Environmental Science and Health,937.62
6.58,8.17,4.64,5.81,4.99,E,F,165,Art,0.0
7.63,4.15,5.23,6.16,9.46,C,M,115,Environmental Science and Health,489.28
6.16,6.72,8.35,8.46,9.46,B,Female,165,Economics,0.0
5.2,6.05,5.74,3.69,6.25,D,Male,115,Art,0.0
5.19,6.65,8.28,5.99,9.68,C,F,115,Economics,0.0
7.0,4.5,8.55,3.97,5.73,E,F,115,Economics,0.0
5.25,4.8,6.17,5.97,4.49,C,Male,115,Engineering,0.0
7.66,3.56,8.28,5.92,5.74,D,Male,115,Engineering,0.0
2.92,7.28,6.12,7.91,8.59,C,F,165,Environmental Science and Health,0.0
3.58,5.02,5.98,8.78,9.43,B,Male,241,Economics,12141.03
4.26,6.26,4.54,6.88,9.63,D,M,165,Art,0.0
3.74,4.58,7.59,3.83,9.01,D,F,116,Economics,0.0
5.3,6.17,3.86,3.8,6.73,B,F,241,Economics,0.0
7.03,3.6,8.67,5.75,4.89,A,M,115,Engineering,0.0
3.71,4.82,4.94,4.77,5.32,E,Female,165,Engineering,0.0
5.62,6.75,8.43,5.54,8.77,B,M,115,Economics,13109.01
5.63,3.59,7.67,3.95,6.16,D,M,115,Engineering,0.0
7.99,3.43,7.47,5.63,9.49,E,F,115,Engineering,0.0
3.4,5.85,3.85,7.61,5.59,E,Male,116,Aeronautics and Aviation Science,9437.25
5.78,4.22,4.96,6.28,4.96,C,Female,116,Aeronautics and Aviation Science,0.0
7.9,3.66,4.42,3.97,9.64,C,M,116,Public Relations and Administration,0.0
3.53,6.98,4.38,4.8,4.29,C,Female,241,Public Relations and Administration,0.0
6.05,3.56,6.71,7.66,6.37,C,M,116,Economics,0.0
7.29,4.79,7.92,5.09,5.85,C,F,116,Economics,0.0
4.08,3.88,8.06,6.49,8.11,C,Female,115,Economics,0.0
6.15,3.99,7.8,5.23,5.21,D,Female,165,Aeronautics and Aviation Science,0.0
8.36,7.77,5.44,7.52,4.73,D,Female,165,Economics,8014.09
6.02,6.63,4.81,5.71,9.39,B,F,115,Engineering,0.0
4.55,6.86,6.67,5.85,4.72,A,Male,116,Environmental Science and Health,0.0
7.66,4.85,5.87,3.85,5.0,C,Male,116,Art,0.0
6.17,4.48,7.34,7.32,4.51,C,M,116,Environmental Science and Health,0.0
6.73,5.65,4.11,7.2,8.44,C,Female,116,Engineering,0.0
6.05,5.02,3.71,8.29,5.38,C,M,241,Economics,10232.49
6.66,7.45,6.99,4.12,4.42,C,F,115,Aeronautics and Aviation Science,11438.63
7.99,3.95,4.7,5.86,6.0,C,Male,165,Environmental Science and Health,0.0
7.55,7.11,6.35,5.17,8.65,B,Female,165,Engineering,0.0
6.91,4.8,4.34,8.43,7.25,C,M,241,Economics,0.0
3.63,6.83,6.3,4.62,6.24,B,Female,241,Public Relations and Administration,3752.78
4.47,5.08,4.02,8.7,4.67,C,F,115,Environmental Science and Health,10368.58
5.58,5.44,4.73,8.78,6.19,B,F,165,Environmental Science and Health,0.0
8.82,5.04,3.53,4.85,7.36,C,Female,165,Economics,0.0
6.71,6.02,7.72,6.71,9.6,A,M,116,Economics,2898.14
6.52,4.53,4.84,5.55,5.31,E,Male,115,Engineering,2734.48
8.92,6.22,4.42,7.32,5.98,D,Male,241,Economics,0.0
5.7,5.61,3.64,8.54,7.23,D,Male,115,Environmental Science and Health,0.0
7.71,4.28,4.24,3.67,8.93,D,Male,241,Economics,0.0
5.05,5.66,5.92,5.68,6.5,E,F,115,Engineering,0.0
5.25,6.92,6.91,3.86,5.16,A,F,241,Environmental Science and Health,13428.6
5.6,4.72,4.08,8.64,4.45,B,Male,165,Environmental Science and Health,0.0
8.82,8.16,4.94,7.53,4.98,D,M,115,Economics,0.0
5.08,6.34,6.29,8.05,5.26,A,F,165,Art,8925.68
7.26,6.3,5.29,6.46,7.33,E,Female,165,Engineering,0.0
6.05,5.15,7.57,8.31,5.28,C,M,241,Art,0.0
3.86,5.67,5.87,5.03,7.25,D,M,116,Public Relations and Administration,0.0
4.67,5.07,4.41,7.38,4.38,E,F,116,Environmental Science and Health,9729.81
5.71,6.55,7.1,7.85,5.2,B,M,116,Art,0.0
5.79,6.3,8.65,5.67,5.14,D,Male,115,Engineering,0.0
6.61,7.8,5.37,4.45,4.29,C,Male,241,Art,1162.27
7.48,6.04,5.49,4.06,5.13,C,Male,241,Engineering,5987.7
7.37,5.62,4.93,7.25,4.55,A,F,241,Aeronautics and Aviation Science,6471.23
7.12,6.5,6.86,7.35,7.95,D,Male,116,Engineering,348.76
8.45,6.7,4.76,8.87,8.04,D,Male,241,Environmental Science and Health,0.0
8.23,6.91,5.84,6.63,4.45,B,M,116,Environmental Science and Health,11009.51
2.91,3.79,7.66,3.83,4.39,C,Female,241,Art,1792.22
3.66,4.87,7.38,7.96,5.58,C,Female,115,Engineering,0.0
4.65,5.78,4.38,5.51,8.55,B,F,115,Engineering,0.0
6.05,3.69,7.59,4.89,5.34,C,F,116,Economics,0.0
5.46,6.35,7.32,5.22,4.62,B,M,116,Public Relations and Administration,6877.27
4.95,5.09,7.95,4.21,7.91,B,Female,116,Aeronautics and Aviation Science,0.0
5.73,7.56,5.26,4.07,7.89,D,M,165,Public Relations and Administration,0.0
5.88,3.72,8.42,5.09,6.75,D,Female,241,Engineering,0.0
3.68,5.65,3.96,4.26,6.64,C,M,116,Engineering,0.0
6.02,7.23,4.24,6.71,7.69,A,F,165,Environmental Science and Health,6361.95
3.53,4.16,5.75,5.79,4.91,B,M,115,Aeronautics and Aviation Science,0.0
5.47,3.69,6.0,4.61,6.17,C,M,165,Aeronautics and Aviation Science,0.0
7.91,3.54,4.79,7.6,4.02,B,Male,116,Public Relations and Administration,0.0
4.0,4.87,7.39,4.66,5.62,E,F,115,Engineering,0.0
3.51,3.52,4.67,4.19,6.11,A,Male,115,Economics,0.0
5.3,5.19,5.44,7.1,4.89,C,Male,165,Aeronautics and Aviation Science,0.0
5.77,3.37,6.69,5.54,4.88,A,F,115,Engineering,0.0
6.64,6.11,3.53,4.84,4.86,D,Male,165,Engineering,0.0
3.35,6.23,5.83,7.05,6.16,C,F,241,Economics,7843.88
8.84,7.02,8.42,4.98,5.58,C,F,241,Economics,0.0
7.81,6.15,4.89,6.47,9.32,E,Female,165,Economics,0.0
8.1,7.18,8.65,8.0,5.24,B,M,241,Economics,10659.62
3.17,7.12,3.94,7.02,7.72,C,Female,115,Economics,1036.84
6.23,8.07,4.68,3.85,8.36,B,F,115,Economics,0.0
8.3,6.85,5.2,5.23,6.26,C,Male,165,Public Relations and Administration,6931.18
6.78,6.42,3.87,7.7,7.82,D,Female,165,Engineering,1212.56
4.21,6.61,4.15,8.92,4.39,C,M,116,Economics,0.0
5.54,4.63,7.25,5.82,4.99,D,M,115,Environmental Science and Health,10573.58
6.65,6.36,4.25,5.2,9.61,E,F,165,Environmental Science and Health,5666.53
8.84,5.79,3.57,6.73,6.29,E,F,115,Engineering,0.0
4.33,4.87,8.41,5.43,7.35,D,F,165,Economics,0.0
4.11,4.64,3.99,7.82,4.6,C,Female,241,Engineering,0.0
4.47,5.21,6.22,7.85,5.78,E,Female,115,Environmental Science and Health,7867.53
5.26,7.92,4.4,6.23,8.82,C,Female,165,Environmental Science and Health,14321.47
3.36,3.6,4.18,5.8,8.94,A,F,116,Environmental Science and Health,0.0
5.49,5.88,5.07,5.96,5.88,C,Female,116,Economics,0.0
6.54,3.89,6.76,5.85,5.42,E,F,115,Aeronautics and Aviation Science,0.0
8.27,6.71,5.1,4.4,7.41,D,Male,165,Economics,0.0
4.17,7.78,5.68,5.91,9.49,D,F,116,Art,0.0
4.93,5.14,4.47,7.65,7.96,C,Male,165,Economics,0.0
4.9,4.89,7.04,8.54,8.55,B,M,115,Engineering,0.0
8.93,6.6,7.56,7.41,5.38,B,Female,165,Aeronautics and Aviation Science,0.0
3.14,7.47,7.54,4.29,7.76,C,F,241,Environmental Science and Health,0.0
5.6,5.8,7.32,5.81,6.22,A,F,116,Art,0.0
5.73,4.37,5.72,7.63,6.63,E,Female,116,Environmental Science and Health,0.0
7.99,4.99,5.13,5.64,8.31,E,Female,241,Economics,0.0
3.19,6.63,7.7,3.81,5.12,C,M,115,Public Relations and Administration,0.0
8.52,7.27,4.93,3.55,7.55,E,Male,115,Engineering,3538.04
4.78,4.63,3.73,3.69,9.23,E,Female,241,Economics,6038.88
3.3,5.67,7.1,6.33,5.12,C,F,116,Economics,0.0
3.5,5.33,7.75,4.44,5.13,E,F,165,Aeronautics and Aviation Science,627.27
5.92,6.41,5.74,6.53,4.56,D,F,241,Economics,0.0
7.93,6.38,6.88,8.04,7.22,D,Male,115,Environmental Science and Health,0.0
6.18,6.29,4.24,5.82,9.37,D,M,165,Aeronautics and Aviation Science,0.0
6.62,6.82,7.71,7.77,8.34,C,F,116,Environmental Science and Health,0.0
7.56,6.73,3.91,6.88,7.17,C,M,116,Public Relations and Administration,2715.29
7.49,6.05,7.64,4.49,6.0,D,F,241,Economics,0.0
6.63,3.7,4.6,3.94,4.35,D,Male,115,Economics,0.0
8.77,3.92,5.41,6.62,4.49,A,M,115,Public Relations and Administration,0.0
4.08,4.51,7.8,3.97,6.79,C,Female,115,Public Relations and Administration,0.0
6.27,5.44,4.89,4.44,4.98,B,M,241,Engineering,0.0
3.92,4.12,8.61,5.65,7.61,B,F,116,Aeronautics and Aviation Science,0.0
5.75,3.25,4.06,5.88,5.04,D,Male,115,Engineering,928.65
8.27,4.15,6.04,5.81,6.6,B,F,115,Environmental Science and Health,0.0
4.69,8.18,7.93,8.29,5.89,D,Male,241,Economics,11676.3
3.08,5.06,3.72,3.65,9.57,B,Female,165,Environmental Science and Health,0.0
6.55,4.8,4.09,8.9,7.54,E,M,165,Engineering,4999.84
4.2,5.58,6.47,5.96,6.33,D,Male,116,Public Relations and Administration,0.0
5.64,3.67,6.07,8.52,7.02,D,F,165,Art,0.0
8.59,4.27,8.55,5.78,6.59,D,M,241,Public Relations and Administration,0.0
3.12,4.11,4.63,3.61,4.06,D,F,241,Economics,0.0
4.56,3.33,7.35,4.22,7.26,D,Male,165,Engineering,11931.84
4.88,6.51,5.06,8.39,5.02,B,Female,165,Environmental Science and Health,12762.42
6.85,5.98,5.14,3.88,7.34,B,Female,241,Economics,0.0
6.82,7.38,5.69,7.16,8.72,B,F,116,Aeronautics and Aviation Science,0.0
4.35,7.06,6.38,5.82,9.12,D,F,115,Environmental Science and Health,0.0
8.41,3.74,8.31,8.78,4.04,C,Female,241,Aeronautics and Aviation Science,3249.89
3.37,3.92,8.07,5.62,7.02,B,M,116,Engineering,9188.08
4.58,4.88,7.13,5.88,5.89,B,Female,115,Engineering,14472.97
3.58,4.23,8.44,5.91,5.08,C,Female,241,Environmental Science and Health,11067.39
3.15,7.7,5.07,4.4,4.68,D,Female,241,Engineering,0.0
6.3,4.84,3.61,4.62,7.57,C,M,116,Engineering,0.0
6.05,6.7,6.79,6.56,7.57,C,Male,116,Economics,0.0
6.88,3.26,4.6,5.7,8.22,C,F,241,Engineering,0.0
8.51,4.8,7.77,8.93,6.52,B,M,165,Art,0.0
3.19,4.7,5.32,7.43,8.49,D,Male,116,Environmental Science and Health,10093.57
6.58,6.4,3.58,5.65,7.34,C,M,116,Economics,0.0
5.44,7.0,7.85,8.88,7.3,D,M,115,Art,0.0
4.41,6.87,3.94,5.91,7.22,B,Male,241,Public Relations and Administration,0.0
4.91,8.1,4.91,4.49,9.28,A,F,241,Economics,0.0
7.97,6.08,6.46,8.32,8.5,D,F,241,Economics,0.0
7.47,6.18,6.83,5.22,8.72,B,M,165,Environmental Science and Health,0.0
4.91,4.1,6.47,5.42,7.68,D,F,115,Engineering,0.0
6.8,4.38,5.47,8.06,7.16,B,Female,165,Public Relations and Administration,0.0
4.72,6.54,7.77,7.59,5.06,D,Male,115,Economics,0.0
5.13,6.64,5.3,6.06,4.3,D,F,115,Engineering,0.0
3.74,7.65,7.82,4.76,7.04,C,Female,115,Environmental Science and Health,0.0
8.02,4.27,8.03,9.02,9.12,D,M,116,Economics,0.0
4.32,5.16,5.68,5.57,6.04,B,F,115,Engineering,0.0
7.67,7.49,3.74,7.22,4.13,D,F,115,Engineering,0.0
5.23,3.32,6.42,7.31,9.2,A,Female,115,Environmental Science and Health,0.0
7.24,8.1,6.49,8.52,5.25,D,F,115,Engineering,9297.52
6.16,4.13,5.06,9.02,8.81,B,Female,241,Aeronautics and Aviation Science,0.0
8.64,7.71,7.6,8.54,7.43,E,M,115,Engineering,0.0
3.12,6.36,4.21,6.34,5.5,A,M,241,Engineering,0.0
4.5,5.05,7.02,5.4,8.04,B,Male,115,Economics,15176.59
7.84,3.41,4.31,8.0,5.93,E,M,165,Aeronautics and Aviation Science,0.0
3.34,3.26,4.52,8.32,4.18,B,M,165,Engineering,0.0
7.01,3.39,3.79,5.22,5.56,B,M,115,Aeronautics and Aviation Science,12472.75
7.07,6.58,7.05,7.91,8.55,B,F,116,Environmental Science and Health,12098.18
6.46,4.66,7.8,3.58,6.08,D,F,115,Environmental Science and Health,0.0
3.16,4.75,4.11,8.7,6.06,D,Male,115,Aeronautics and Aviation Science,4627.69
8.63,6.41,7.98,7.32,5.96,A,Male,165,Public Relations and Administration,2388.88
7.03,6.27,8.05,8.73,9.68,C,F,241,Aeronautics and Aviation Science,0.0
4.01,5.1,5.91,3.73,4.59,D,F,241,Environmental Science and Health,13401.62
7.59,3.99,6.52,4.91,5.18,A,Female,116,Environmental Science and Health,0.0
3.64,7.87,7.22,7.9,7.05,C,M,115,Engineering,0.0
7.58,7.08,8.5,6.21,8.52,C,M,241,Aeronautics and Aviation Science,0.0
6.17,7.09,6.43,4.95,8.3,E,Female,116,Economics,0.0
4.25,7.85,6.88,7.97,4.27,A,Male,115,Art,5058.63
4.43,7.19,7.57,4.84,9.4,C,M,116,Engineering,0.0
4.64,6.16,8.24,8.98,7.29,C,M,116,Engineering,0.0
5.56,5.84,3.76,6.82,7.41,D,Female,116,Engineering,0.0
7.63,6.29,8.36,5.61,7.44,A,Female,165,Environmental Science and Health,0.0
8.04,7.7,5.35,4.88,8.42,C,Male,165,Art,0.0
5.05,3.47,6.95,4.72,8.0,A,Female,165,Aeronautics and Aviation Science,0.0
4.47,3.63,6.64,7.03,6.99,D,Female,116,Art,1171.94
7.33,8.19,6.84,4.69,6.17,E,Male,115,Aeronautics and Aviation Science,0.0
4.61,3.68,6.29,7.03,5.49,A,M,165,Environmental Science and Health,0.0
8.71,3.54,4.54,6.41,8.64,C,M,116,Environmental Science and Health,0.0
8.77,4.44,3.54,4.84,9.24,E,Male,115,Public Relations and Administration,9726.31
4.07,3.96,5.61,4.97,5.71,D,M,165,Art,0.0
3.28,5.48,7.71,5.57,9.45,C,Female,116,Engineering,0.0
8.79,3.77,7.82,5.28,6.54,E,Female,115,Engineering,0.0
4.53,8.03,4.58,7.73,9.26,A,Female,241,Art,0.0
7.42,7.59,6.79,7.5,8.95,C,F,115,Engineering,0.0
4.13,7.33,6.56,4.13,7.21,B,Female,115,Public Relations and Administration,0.0
4.91,3.99,7.12,6.29,6.67,E,M,115,Environmental Science and Health,0.0
3.89,6.1,8.18,6.39,6.61,D,M,115,Environmental Science and Health,0.0
6.04,4.47,7.4,6.96,9.27,C,M,116,Engineering,13928.99
6.49,7.19,5.58,4.1,7.45,C,F,115,Engineering,11878.67
5.77,6.94,4.24,5.17,4.27,E,Male,241,Economics,0.0
5.37,6.34,4.26,5.68,7.55,E,F,165,Engineering,11803.65
7.68,7.7,4.55,9.01,5.27,C,M,241,Environmental Science and Health,0.0
5.49,7.07,4.96,4.96,9.21,B,Male,165,Economics,5268.68
3.55,4.17,4.71,7.62,5.05,B,Female,241,Environmental Science and Health,0.0
6.74,4.8,7.25,8.32,6.89,B,M,241,Public Relations and Administration,0.0
4.05,6.16,4.17,5.74,9.39,D,M,116,Aeronautics and Aviation Science,0.0
6.81,4.1,7.88,6.82,5.96,D,Male,115,Engineering,0.0
4.78,3.48,6.49,6.66,7.85,D,Female,116,Economics,0.0
7.31,5.1,8.65,8.01,5.2,D,M,241,Engineering,0.0
8.6,5.74,4.3,3.56,7.45,E,Male,241,Engineering,11312.45
8.34,4.51,4.39,8.8,4.35,C,Female,115,Public Relations and Administration,0.0
4.6,4.75,4.08,7.26,8.99,B,F,116,Public Relations and Administration,0.0
3.21,6.8,4.08,6.06,7.07,B,Female,165,Environmental Science and Health,0.0
8.01,5.72,7.54,4.73,6.31,A,Female,241,Environmental Science and Health,0.0
7.84,5.29,4.98,7.95,9.4,E,Female,115,Aeronautics and Aviation Science,0.0
8.97,5.99,5.49,7.7,9.15,D,Female,116,Aeronautics and Aviation Science,0.0
3.67,4.22,7.39,3.73,7.85,D,Female,241,Aeronautics and Aviation Science,0.0
3.0,6.67,5.34,5.44,5.52,E,M,241,Economics,0.0
8.78,8.17,6.45,7.09,6.2,C,Female,165,Engineering,0.0
8.16,5.6,4.89,5.41,5.92,D,M,116,Environmental Science and Health,0.0
5.23,7.9,4.19,4.49,7.58,B,F,241,Art,0.0
3.12,4.26,7.36,6.12,5.43,C,F,116,Engineering,0.0
5.06,4.02,7.95,4.33,6.47,D,Female,241,Engineering,10533.24
4.65,3.94,4.98,6.46,6.22,B,Male,241,Environmental Science and Health,0.0
5.58,3.85,3.59,5.65,4.93,B,F,115,Environmental Science and Health,0.0
7.61,3.75,5.31,5.64,6.56,C,F,241,Economics,0.0
7.55,8.09,5.98,7.3,4.78,B,M,116,Environmental Science and Health,0.0
2.98,5.64,8.58,8.76,4.66,D,M,165,Economics,0.0
3.28,8.2,5.58,8.75,7.77,D,Female,116,Environmental Science and Health,12518.4
6.38,4.1,5.62,4.27,7.76,C,Female,241,Aeronautics and Aviation Science,0.0
4.62,6.92,3.56,3.53,4.17,E,Male,116,Environmental Science and Health,0.0
6.08,3.86,5.19,8.32,6.22,D,Male,241,Public Relations and Administration,0.0
7.41,8.17,8.11,8.24,9.27,C,Female,241,Economics,8451.57
7.83,5.85,7.37,7.16,7.99,B,Female,165,Environmental Science and Health,0.0
6.2,4.7,6.91,3.98,7.84,E,M,165,Economics,0.0
6.87,5.84,7.65,6.11,8.21,C,Female,116,Environmental Science and Health,0.0
4.72,7.57,8.25,4.82,6.91,B,Male,165,Aeronautics and Aviation Science,205.98
4.35,5.97,4.14,9.01,9.15,C,Female,115,Economics,896.53
6.39,3.78,7.71,6.55,4.75,A,M,165,Environmental Science and Health,4890.51
4.21,6.54,5.58,6.29,8.63,E,F,165,Aeronautics and Aviation Science,0.0
3.63,3.58,8.67,5.32,4.42,D,F,165,Engineering,0.0
5.59,4.59,3.64,4.41,9.34,D,F,165,Engineering,1537.19
5.34,6.33,4.85,4.32,5.67,E,Male,115,Environmental Science and Health,0.0
7.63,5.32,7.47,6.03,7.33,B,Male,116,Environmental Science and Health,0.0
5.8,8.0,4.42,8.78,8.11,D,Female,116,Art,0.0
6.08,6.79,4.17,4.02,5.69,B,F,116,Economics,0.0
6.2,3.34,7.79,5.88,6.76,C,Male,241,Environmental Science and Health,11102.31
4.4,6.36,7.88,6.24,6.96,A,M,115,Public Relations and Administration,0.0
6.69,6.23,8.57,4.56,7.53,E,F,115,Environmental Science and Health,0.0
5.27,5.97,8.52,7.95,8.66,B,Male,116,Economics,14537.51
8.15,6.42,5.5,6.16,4.39,C,Female,165,Aeronautics and Aviation Science,0.0
4.53,4.5,5.18,7.75,6.32,C,M,116,Engineering,0.0
7.19,5.04,3.56,7.33,8.77,E,F,241,Art,0.0
9.0,4.09,8.08,7.52,8.96,E,Female,116,Engineering,10857.0
7.43,4.84,3.71,6.08,5.98,C,Female,115,Aeronautics and Aviation Science,9221.06
2.98,4.54,7.95,7.35,8.71,C,M,165,Public Relations and Administration,0.0
4.6,6.84,4.56,3.95,8.74,E,Male,165,Engineering,0.0
4.33,5.24,4.34,7.37,7.46,E,Female,165,Environmental Science and Health,0.0
8.41,5.64,8.44,4.47,9.43,B,F,241,Art,10708.81
5.68,4.3,5.82,7.7,9.4,D,Female,115,Economics,0.0
6.55,7.97,8.43,5.68,9.49,D,Female,115,Environmental Science and Health,0.0
7.55,6.44,6.95,3.81,9.43,B,F,241,Environmental Science and Health,0.0
3.97,5.76,7.0,6.36,6.57,D,Female,115,Economics,0.0
6.87,6.82,7.16,6.57,7.02,D,M,241,Art,9371.61
5.31,5.86,7.01,4.67,8.66,D,Male,115,Economics,0.0
3.06,6.3,5.87,6.88,5.75,C,M,241,Economics,13882.78
3.66,4.8,6.69,5.65,9.42,D,M,241,Art,0.0
5.84,4.08,3.54,4.36,7.82,E,F,241,Engineering,0.0
5.76,6.31,6.03,6.46,7.57,D,Female,116,Public Relations and Administration,844.1
8.62,3.8,4.51,4.62,8.59,B,Male,116,Economics,0.0
5.92,5.36,7.93,5.21,4.42,D,M,165,Environmental Science and Health,0.0
8.37,6.49,4.14,8.0,4.13,D,F,241,Engineering,0.0
5.7,4.21,8.66,7.56,4.84,C,Male,241,Environmental Science and Health,0.0
4.35,7.31,6.42,7.93,7.93,C,F,116,Environmental Science and Health,0.0
7.03,7.11,4.79,7.72,6.82,A,F,165,Art,0.0
3.65,6.07,7.38,5.74,8.0,D,M,115,Environmental Science and Health,0.0
5.99,4.77,5.44,4.28,6.89,B,F,165,Environmental Science and Health,0.0
8.54,6.37,3.97,5.65,6.2,C,Male,241,Engineering,0.0
4.76,6.97,4.15,3.76,7.82,D,Male,165,Art,0.0
7.39,5.32,7.94,4.98,4.9,C,Male,165,Economics,0.0
5.75,3.29,6.88,5.56,6.51,C,F,116,Economics,0.0
